Brand,Model,Battery Capacity (kWh),Efficiency (Wh/km),Top Speed (km/h),Drive Type,Vehicle Weight (kg),Motor Power (kW),Acceleration 0-100 (sec),Charging Time (hours),Range (km)
BYD,Dolphin Standard (v2023),108.4,222.9,188.8,FWD,2577.1,342.5,8.3,11.1,448.7
Nissan,Ariya 87kWh (v2025),71.6,222.1,184.7,AWD,2351.8,321.8,8.7,4.0,310.1
Mercedes,EQE SUV 350 (v2021),100.7,214.5,187.5,FWD,2446.0,341.5,8.2,3.0,430.8
Porsche,Macan EV Turbo (v2022),67.3,229.3,223.3,AWD,1909.2,599.1,5.5,2.7,266.2
Lucid,Air Sapphire (v2025),69.4,210.4,200.9,RWD,2155.3,459.0,6.7,5.0,295.5
Volvo,C40 Recharge (v2021),61.0,196.6,176.3,RWD,1984.1,256.7,8.9,2.6,286.4
Polestar,Polestar 4 Dual (v2025),54.2,171.8,155.3,FWD,1629.2,185.6,9.7,2.1,283.3
Hyundai,Ioniq 5 N (v2025),91.0,229.9,194.6,AWD,2302.0,402.7,7.5,3.6,351.1
Audi,e-tron GT (v2021),79.4,227.2,183.1,AWD,2393.3,333.4,8.2,2.1,338.4
Nissan,Leaf 40kWh (v2023),71.6,221.0,170.0,AWD,2076.3,268.9,8.9,2.2,301.8
Nissan,Townstar EV (v2023),73.3,192.5,178.2,FWD,1878.4,322.8,8.5,2.5,342.6
Nissan,Ariya 63kWh (v2023),64.2,202.9,166.8,RWD,2150.2,241.6,9.4,2.8,298.9
Polestar,Polestar 2 Standard (v2023),59.7,186.3,160.5,RWD,1703.3,210.3,9.3,2.1,283.0
Kia,Niro EV (v2021),49.4,202.2,157.1,AWD,1802.3,163.0,10.0,2.4,231.4
Volkswagen,ID.3 Pro (v2021),58.7,194.3,166.8,FWD,1713.7,168.2,10.3,3.3,274.1
Audi,Q4 50 e-tron (v2025),56.5,212.8,160.3,FWD,2005.7,220.9,10.1,1.8,240.7
Rivian,R1S Dual Motor (v2022),64.3,223.2,176.4,AWD,1987.5,308.0,8.6,2.0,276.2
Kia,EV9 Light (v2021),66.3,236.0,175.3,AWD,2216.7,296.6,8.5,3.5,264.4
MG,MG4 EV Standard (v2023),44.2,204.4,151.2,AWD,1622.9,159.8,10.2,1.9,194.8
Toyota,bZ4X FWD (v2021),72.9,212.8,164.0,FWD,2056.5,183.6,9.8,7.2,311.7
Lucid,Air Touring (v2022),92.2,258.1,238.5,AWD,2548.9,691.0,3.4,5.8,344.4
Tesla,Model X Plaid (v2024),101.5,260.1,275.0,AWD,2540.7,880.0,2.1,2.5,345.6
Kia,EV6 Light (v2021),100.4,244.3,183.1,AWD,2679.3,331.5,7.7,3.4,372.5
Ford,Mustang Mach-E ER (v2025),45.3,184.9,150.3,FWD,1787.7,157.0,10.4,3.6,227.2
Toyota,bZ3 (v2024),80.8,201.7,169.3,FWD,2068.1,291.9,8.5,6.0,392.1
Jaguar,I-Pace EV400 (v2021),52.4,187.2,156.1,FWD,1617.9,127.8,10.7,2.3,268.0
Honda,e:Ny1 (v2024),67.9,200.5,165.3,RWD,2191.9,213.7,9.4,3.3,299.5
MG,ZS EV Long Range (v2022),72.2,198.0,171.4,FWD,2135.4,213.6,9.9,2.4,342.8
Rivian,R1T Performance (v2023),72.2,211.4,219.7,RWD,1968.7,567.9,5.2,1.9,314.4
Audi,Q4 Sportback (v2022),77.2,206.9,157.4,AWD,2204.8,206.5,9.5,3.5,339.4
Polestar,Polestar 2 Standard (v2024),46.1,190.3,166.1,RWD,1854.5,194.8,9.6,2.4,222.9
Lucid,Air Pure (v2025),107.0,227.5,270.2,RWD,2367.8,861.9,2.1,3.1,460.2
BYD,Dolphin Extended (v2024),71.6,221.2,178.7,AWD,2185.8,317.7,8.6,7.2,288.6
Lucid,Air Grand Touring (v2023),80.2,227.4,197.4,AWD,2171.2,437.5,6.7,2.4,326.8
Polestar,Polestar 2 Standard (v2024),99.0,216.7,168.6,FWD,2329.5,281.9,8.2,8.5,436.4
Tesla,Model S Dual (v2022),100.1,238.8,217.6,AWD,2478.5,529.6,5.7,3.4,379.6
Volkswagen,ID.4 GTX (v2021),68.4,193.5,163.4,AWD,2106.1,234.8,9.5,1.6,320.6
Rivian,R1T Performance (v2025),52.8,197.7,163.4,AWD,1749.0,246.4,9.3,1.8,235.2
Lucid,Air Pure (v2025),94.8,246.9,241.8,AWD,2277.2,730.4,4.1,8.7,375.5
Volkswagen,ID.3 Pro (v2024),76.4,221.0,165.7,AWD,2100.6,211.1,9.1,4.2,335.8
Tesla,Model S Dual (v2022),123.3,269.7,269.6,AWD,2768.0,880.0,2.1,3.3,446.6
Audi,RS e-tron GT (v2022),53.9,201.6,166.1,FWD,1844.1,193.6,9.8,2.9,243.0
Mercedes,EQA 250 (v2021),48.7,188.6,154.1,RWD,1741.1,196.4,9.2,2.0,228.1
Hyundai,Ioniq 5 Long Range (v2023),90.5,211.3,181.3,RWD,2118.6,328.3,8.0,2.6,403.6
Nissan,Ariya 63kWh (v2024),61.2,199.2,174.2,FWD,1865.3,272.9,8.9,1.5,280.2
BYD,Dolphin Extended (v2025),101.7,207.3,196.8,FWD,2474.7,432.1,6.8,5.6,475.6
Volvo,EX90 Performance (v2025),57.3,191.5,162.3,RWD,1742.8,212.1,9.5,1.8,283.0
Polestar,Polestar 4 Dual (v2023),106.5,208.0,178.7,RWD,2368.1,297.1,8.2,3.7,485.3
MG,MG5 EV (v2021),39.6,183.5,157.5,RWD,1841.5,114.6,11.0,2.0,206.2
Tesla,Model Y LR (v2023),122.3,263.9,219.5,AWD,2823.2,613.3,5.1,4.3,409.6
Rivian,R1S Quad Motor (v2021),99.7,251.0,243.9,AWD,2614.4,699.2,4.4,7.9,365.2
Lucid,Air Pure (v2024),97.4,239.6,206.0,AWD,2475.0,399.7,6.8,2.7,395.8
Audi,Q4 Sportback (v2021),109.1,246.0,194.8,AWD,2630.6,384.7,7.6,4.3,422.4
Ford,E-Transit (v2021),50.1,188.9,145.1,RWD,1691.3,147.4,10.9,3.3,236.0
BYD,Tang EV (v2021),108.5,220.4,175.8,RWD,2415.5,278.2,8.6,8.7,461.9
Tesla,Model Y Performance (v2022),118.9,226.3,265.1,RWD,2439.1,823.8,2.2,3.8,497.3
Polestar,Polestar 4 Dual (v2023),65.9,211.0,156.0,AWD,1869.8,159.2,9.9,2.3,284.0
Jaguar,I-Pace EV400 (v2023),70.8,216.2,173.6,AWD,2006.1,305.9,8.2,3.2,310.6
Volkswagen,ID.5 GTX (v2024),91.9,236.9,190.2,AWD,2405.8,379.0,7.0,2.3,347.0
MG,MG4 EV XPOWER (v2023),51.3,186.6,155.8,RWD,1717.5,188.3,10.1,1.5,267.0
Volvo,EX30 Twin Motor (v2024),50.5,200.3,165.7,RWD,1942.8,216.5,9.6,2.6,236.2
Audi,Q6 e-tron (v2022),105.5,237.3,204.4,AWD,2598.3,462.9,6.7,4.8,425.2
MG,ZS EV Long Range (v2024),36.1,171.5,142.8,FWD,1456.5,93.9,10.9,2.3,203.8
Mercedes,EQE 350+ (v2025),84.9,214.2,179.9,RWD,2315.5,293.2,8.9,4.1,360.5
Audi,RS e-tron GT (v2023),57.9,199.6,161.6,FWD,1966.8,209.1,9.4,5.8,255.2
Toyota,bZ3 (v2023),68.4,193.5,161.3,RWD,1921.5,177.8,9.6,2.9,339.9
Audi,e-tron S (v2021),75.8,222.0,172.3,RWD,2194.8,300.0,8.6,5.8,321.2
Hyundai,Ioniq 5 N (v2024),108.9,206.9,185.3,FWD,2461.2,289.6,8.5,5.7,474.1
Chevrolet,Blazer EV RS (v2022),96.6,201.8,177.0,FWD,2397.1,234.7,8.9,2.5,454.0
Volkswagen,ID.3 Pro (v2023),54.7,182.9,155.0,RWD,1814.0,155.5,10.3,2.8,270.1
Audi,RS e-tron GT (v2023),87.5,228.9,187.5,FWD,2384.0,379.9,8.0,7.5,352.6
Tesla,Cybertruck Tri (v2024),94.8,242.6,211.5,AWD,2481.0,486.6,6.3,3.5,365.5
Volkswagen,ID.3 Pro (v2022),95.9,228.1,170.7,AWD,2499.4,248.0,9.1,2.3,406.8
Hyundai,Kona Electric 64kWh (v2022),101.2,238.5,197.3,AWD,2543.1,411.7,6.9,2.9,396.7
Volkswagen,ID.3 Pro (v2022),70.2,196.2,156.2,RWD,2072.6,163.5,10.4,3.0,348.4
Rivian,R1S Dual Motor (v2023),81.7,220.3,187.7,AWD,2429.5,387.8,7.0,7.0,349.5
Kia,EV6 GT (v2021),46.2,192.0,141.1,RWD,1829.7,129.8,10.6,2.4,213.8
Volvo,C40 Recharge (v2021),90.9,226.3,189.5,RWD,2476.0,386.9,7.4,5.1,356.1
Audi,Q6 e-tron (v2021),105.2,223.5,175.7,RWD,2591.1,309.7,8.5,2.7,418.7
Kia,Niro EV (v2024),52.7,203.4,159.0,AWD,1837.3,181.7,9.5,2.2,242.7
Polestar,Polestar 2 Long Range (v2022),102.0,220.3,187.0,FWD,2552.7,369.3,7.8,3.3,422.3
Polestar,Polestar 4 Dual (v2022),81.4,218.4,174.2,AWD,2287.0,260.1,8.9,2.5,332.2
Kia,Niro EV (v2021),61.9,213.9,168.8,FWD,2025.2,188.3,9.7,2.8,283.0
Volvo,EX30 Single Motor (v2021),108.8,227.7,202.8,RWD,2517.2,471.4,7.1,5.4,448.5
Mercedes,EQS 450+ (v2021),55.8,189.4,164.7,RWD,1708.8,213.5,9.4,2.5,267.0
Lucid,Air Sapphire (v2025),125.4,257.4,265.2,AWD,2887.1,847.2,2.1,6.8,462.7
Audi,Q4 50 e-tron (v2025),83.8,224.5,191.2,AWD,2174.6,372.3,7.7,1.9,336.4
Porsche,Taycan Turbo S (v2022),76.1,225.4,200.9,AWD,2310.5,459.0,6.4,6.0,314.8
Honda,e:Ny1 (v2025),42.9,169.5,157.2,RWD,1747.6,161.8,10.3,1.4,226.8
Volvo,EX90 Twin Motor (v2022),46.8,195.4,153.1,RWD,1639.9,179.3,9.9,2.9,229.9
Porsche,Taycan Base (v2023),118.1,241.3,266.8,RWD,2804.5,828.0,2.1,7.2,433.8
Polestar,Polestar 3 Long Range (v2021),83.6,204.4,160.8,RWD,2211.8,202.8,9.4,5.3,375.8
Porsche,Taycan 4S (v2023),118.1,253.8,239.2,AWD,2812.2,680.4,4.2,3.4,436.1
Hyundai,Ioniq 6 Long Range (v2021),107.1,235.8,182.6,AWD,2780.6,325.1,7.8,3.2,424.9
BMW,i4 eDrive35 (v2023),68.2,199.3,161.7,AWD,2091.8,198.0,9.2,1.7,323.3
Ford,Mustang Mach-E SR (v2024),76.6,204.1,157.4,FWD,1991.6,203.6,9.7,1.9,334.7
Rivian,R1T Dual Motor (v2024),61.3,226.4,183.7,AWD,1950.0,314.6,8.0,3.1,245.6
Toyota,bZ4X FWD (v2025),54.6,205.4,157.9,FWD,1913.8,211.4,9.2,2.1,238.6
Polestar,Polestar 2 Performance (v2022),62.3,199.1,165.7,FWD,1766.4,186.7,9.6,1.5,293.4
Volkswagen,ID.4 GTX (v2024),108.0,218.5,179.4,RWD,2355.2,341.6,8.3,6.8,479.6
Polestar,Polestar 4 Dual (v2024),107.2,217.8,179.8,RWD,2641.6,335.6,7.8,11.1,460.1
MG,MG4 EV Standard (v2022),55.7,197.1,162.5,FWD,1731.3,191.2,9.8,2.5,266.5
Nissan,Townstar EV (v2024),62.2,188.8,153.5,FWD,2025.9,153.2,10.1,2.2,304.1
Volkswagen,ID.3 Pro (v2023),74.1,201.3,148.0,RWD,2139.6,171.6,9.9,1.8,335.9
BYD,Dolphin Extended (v2022),72.1,226.6,157.5,AWD,2258.5,210.0,9.0,3.1,297.9
Toyota,bZ4X AWD (v2022),101.4,208.8,161.3,FWD,2475.3,227.8,9.0,4.6,445.9
Mercedes,EQC 400 (v2025),45.2,197.5,162.0,AWD,1857.1,155.2,10.3,3.3,219.7
Hyundai,Ioniq 5 Standard (v2022),92.7,199.1,182.3,FWD,2280.8,298.9,8.6,2.9,418.1
BMW,iX M60 (v2021),92.1,232.9,182.8,AWD,2425.1,281.1,8.5,3.8,374.9
BMW,i4 eDrive35 (v2024),106.8,231.3,193.8,FWD,2540.5,428.6,6.5,3.2,409.8
Hyundai,Ioniq 5 Long Range (v2021),105.7,243.0,195.8,AWD,2467.5,400.2,7.4,4.8,394.1
Chevrolet,Equinox EV (v2025),58.1,185.8,166.0,RWD,1832.1,193.7,9.5,1.8,287.7
Kia,EV9 GT-Line (v2025),74.6,212.4,148.0,AWD,2297.9,164.8,10.0,2.9,333.9
Tesla,Model X Plaid (v2023),65.2,193.0,178.1,RWD,2058.2,309.0,8.4,3.5,298.9
Nissan,Ariya e-4ORCE (v2024),50.5,192.2,156.4,FWD,1782.4,133.2,10.5,1.7,232.1
Audi,Q4 40 e-tron (v2024),63.2,198.0,163.4,FWD,1836.0,211.2,9.3,2.4,301.9
Mercedes,EQS SUV 450 (v2021),51.1,200.1,154.6,AWD,1837.2,139.1,10.1,2.7,245.3
Lucid,Air Sapphire (v2023),72.9,205.4,186.3,RWD,1944.3,347.0,8.1,5.6,337.4
Rivian,R1S Dual Motor (v2025),53.5,218.2,169.6,AWD,2125.7,292.6,8.1,1.7,237.6
Tesla,Model Y LR (v2023),68.9,214.9,194.8,AWD,2194.2,395.9,7.5,6.5,302.2
Jaguar,I-Pace Black (v2025),71.3,197.6,160.8,RWD,2012.9,194.1,9.9,2.0,318.6
Volvo,XC40 Recharge (v2023),71.0,202.7,160.3,AWD,2205.1,225.4,9.4,4.6,340.1
Kia,EV6 GT (v2023),104.8,224.0,173.9,RWD,2612.0,340.8,8.4,10.1,434.8
Audi,Q4 50 e-tron (v2023),81.2,201.9,168.2,RWD,2320.8,239.6,8.8,6.1,384.1
Polestar,Polestar 2 Standard (v2021),99.9,228.4,168.9,FWD,2440.0,324.2,8.2,3.0,422.1
Hyundai,Ioniq 5 N (v2025),74.5,193.1,164.2,FWD,2078.5,229.3,9.7,3.1,352.6
Honda,Prologue Touring (v2025),57.4,190.9,162.6,FWD,1903.7,254.6,8.6,2.0,282.9
Volvo,EX30 Twin Motor (v2022),103.2,228.7,162.3,FWD,2585.1,266.1,9.1,4.1,437.4
Nissan,Leaf 40kWh (v2022),55.5,211.9,168.5,AWD,2022.0,195.2,9.7,1.5,232.7
Hyundai,Kona Electric 64kWh (v2024),101.2,225.0,183.2,FWD,2387.5,358.1,7.5,2.6,436.0
Honda,Prologue EX (v2024),47.5,173.5,151.8,FWD,1634.5,139.0,10.4,2.1,254.7
Jaguar,I-Pace Black (v2021),65.7,210.7,168.0,FWD,2153.6,263.7,8.8,1.8,302.7
BMW,i4 eDrive40 (v2025),89.2,224.9,171.9,RWD,2440.4,327.2,7.9,2.6,375.9
Volkswagen,ID.7 Pro (v2022),98.3,209.1,181.4,FWD,2252.6,321.4,7.7,2.7,416.5
Kia,Niro EV (v2025),46.7,182.6,153.5,RWD,1817.5,144.6,10.6,2.3,232.0
Polestar,Polestar 2 Performance (v2021),109.7,207.5,178.1,RWD,2326.8,331.0,7.9,3.1,477.0
Tesla,Model S Dual (v2023),127.0,261.2,261.1,RWD,2912.5,804.7,2.2,4.5,475.3
Honda,e:Ny1 (v2024),40.1,190.4,149.5,AWD,1678.5,115.1,10.4,2.1,185.5
Honda,Prologue EX (v2022),54.5,191.1,148.1,FWD,1892.7,135.2,10.2,3.3,268.3
Jaguar,I-Pace HSE (v2024),70.9,197.8,174.9,RWD,1891.2,268.2,8.9,3.1,345.4
Volvo,XC40 Recharge (v2021),46.7,205.3,163.7,FWD,1824.1,191.8,9.6,2.9,203.6
BMW,i7 xDrive60 (v2023),93.9,215.8,171.9,AWD,2598.1,261.5,8.5,2.3,383.7
Porsche,Macan EV 4 (v2025),130.6,235.0,244.7,AWD,2797.7,712.6,3.7,9.6,525.4
Honda,Prologue Touring (v2021),43.2,195.0,154.9,FWD,1762.9,170.9,9.6,2.0,215.5
Nissan,Leaf e+ (v2022),45.2,196.5,162.4,FWD,1840.4,163.7,10.1,1.4,203.3
Porsche,Macan EV Turbo (v2024),102.0,222.4,208.1,RWD,2528.1,497.0,6.1,3.4,437.7
Honda,Prologue EX (v2025),64.8,197.5,163.4,FWD,1769.4,239.4,9.4,2.2,299.7
Lucid,Air Pure (v2023),135.9,248.6,265.4,RWD,2791.7,880.0,2.1,3.8,527.6
Tesla,Model S Dual (v2025),133.4,236.9,233.7,RWD,2913.8,644.7,3.7,4.3,508.1
Hyundai,Ioniq 6 Long Range (v2022),80.4,217.5,181.8,FWD,2261.6,342.7,8.6,3.7,347.7
Volkswagen,ID.4 Pro (v2025),63.5,198.2,157.5,FWD,2127.8,195.1,9.8,3.1,309.5
Volkswagen,ID. Buzz Pro (v2024),77.7,214.4,163.7,AWD,2120.5,206.9,9.2,3.6,344.1
Jaguar,I-Pace HSE (v2022),98.3,222.4,170.3,FWD,2288.7,295.4,8.6,8.1,389.5
Audi,e-tron GT (v2021),57.4,192.3,164.2,FWD,1795.9,181.6,9.5,5.9,267.5
Volkswagen,ID.5 Pro (v2022),49.8,190.7,161.5,RWD,1648.2,148.2,9.9,1.6,235.5
Toyota,bZ4X AWD (v2022),78.4,222.9,182.7,AWD,2222.7,331.3,8.6,4.8,337.7
Volvo,EX30 Twin Motor (v2025),97.4,228.3,168.9,FWD,2299.0,285.9,9.1,2.6,381.5
Volvo,C40 Recharge (v2025),52.1,194.1,150.3,RWD,1672.5,119.6,10.3,4.0,244.7
Nissan,Ariya 87kWh (v2025),62.6,211.1,163.5,AWD,2188.9,243.4,8.8,3.8,277.5
Jaguar,I-Pace EV400 (v2024),72.4,192.8,180.2,RWD,1897.8,315.7,8.6,4.9,337.1
Audi,e-tron GT (v2024),92.4,211.9,171.0,RWD,2381.2,227.5,8.9,3.8,402.7
Honda,e:Ny1 (v2024),64.3,214.9,177.3,AWD,2043.5,216.8,9.3,1.8,265.0
Rivian,R1T Dual Motor (v2023),56.0,193.1,200.8,AWD,2061.2,437.0,6.8,1.6,264.3
Hyundai,Ioniq EV (v2024),88.7,225.1,189.8,FWD,2385.8,385.5,7.3,7.1,370.1
Polestar,Polestar 3 Long Range (v2023),68.7,229.2,168.8,AWD,2095.0,276.5,8.7,2.5,266.6
Tesla,Model X Plaid (v2021),138.2,249.4,233.1,AWD,2847.1,593.7,4.9,3.1,489.8
Ford,F-150 Lightning Standard (v2023),52.7,189.7,143.3,FWD,1641.4,135.0,10.4,2.2,259.1
Toyota,bZ4X FWD (v2023),83.6,216.1,172.5,RWD,2121.3,251.2,8.2,2.7,346.3
BYD,Seal AWD (v2024),100.3,229.1,168.5,AWD,2480.6,243.3,9.5,8.0,392.0
Honda,Prologue EX (v2022),64.2,209.0,152.5,AWD,1952.5,150.2,10.2,2.7,285.6
BYD,Atto 3 (v2021),77.9,208.7,174.9,RWD,2139.2,304.5,8.2,2.9,356.0
Porsche,Macan EV Turbo (v2021),121.4,230.6,204.8,RWD,2473.1,445.4,6.4,12.4,506.3
Rivian,R1T Dual Motor (v2022),75.9,202.7,171.5,RWD,2160.5,282.4,8.5,3.4,354.1
Nissan,Townstar EV (v2024),63.6,207.7,170.7,AWD,1835.6,258.2,8.6,1.7,295.1
Porsche,Macan EV 4 (v2022),70.6,182.3,181.5,RWD,1877.9,306.3,8.4,5.3,347.8
Tesla,Model Y Performance (v2022),93.9,210.5,186.0,RWD,2198.1,403.8,7.1,7.3,408.2
Hyundai,Ioniq 5 Long Range (v2024),46.4,188.6,172.5,RWD,1546.5,190.5,9.9,2.5,235.7
Hyundai,Ioniq EV (v2023),79.0,237.0,176.3,AWD,2415.0,327.2,7.9,2.2,294.5
BYD,Tang EV (v2022),99.4,241.0,189.9,AWD,2613.1,302.3,8.5,2.7,364.1
Volvo,EX30 Single Motor (v2021),83.6,229.6,168.4,AWD,2146.1,267.0,8.9,6.4,346.8
Honda,e (v2023),38.3,186.7,153.2,RWD,1760.0,140.0,10.0,2.4,193.6
Rivian,R1S Dual Motor (v2025),67.0,205.0,181.1,AWD,2043.9,327.0,7.6,3.3,299.3
Rivian,R1S Quad Motor (v2024),99.0,226.6,232.9,RWD,2327.3,650.3,5.3,4.4,426.9
BMW,iX xDrive40 (v2021),47.8,202.1,155.0,RWD,1947.2,145.1,9.9,4.8,229.9
Rivian,R1T Quad Motor (v2022),78.5,211.8,201.5,AWD,2263.0,453.3,7.0,2.9,327.8
Ford,F-150 Lightning Extended (v2021),58.6,218.6,162.9,AWD,1925.1,229.6,9.6,2.5,256.6
Honda,Prologue Touring (v2022),37.0,194.1,153.6,AWD,1674.3,121.2,10.5,1.2,185.5
Lucid,Air Sapphire (v2022),77.7,230.5,196.4,AWD,2096.1,443.8,7.0,3.2,309.1
Polestar,Polestar 4 Dual (v2023),98.7,218.9,183.4,FWD,2364.8,336.1,8.5,2.6,407.6
Hyundai,Kona Electric 64kWh (v2022),79.1,215.8,167.8,FWD,2178.8,277.2,8.4,2.7,327.3
Volkswagen,ID.3 Pro S (v2022),80.9,204.8,169.7,RWD,2006.9,252.6,9.4,5.0,361.1
Audi,Q6 e-tron (v2021),71.7,218.6,167.2,AWD,2036.3,245.7,9.5,2.0,299.9
Porsche,Taycan Turbo (v2022),76.2,218.2,227.0,RWD,1947.4,613.4,5.1,2.7,337.9
Polestar,Polestar 2 Long Range (v2023),70.8,215.0,160.3,AWD,2292.0,197.0,9.7,2.3,314.9
Kia,EV9 GT-Line (v2022),89.0,230.8,183.4,AWD,2429.4,377.1,7.4,4.2,373.7
Volvo,XC40 Recharge (v2025),48.7,199.4,141.4,FWD,1891.8,112.2,11.1,1.9,219.5
Volvo,EX90 Twin Motor (v2022),60.9,195.4,144.8,FWD,2012.4,136.5,10.2,2.7,294.4
Honda,Prologue EX (v2021),62.9,206.9,177.4,FWD,1926.6,259.3,9.5,2.0,274.2
Tesla,Model Y LR (v2024),99.2,221.9,189.8,RWD,2352.0,381.1,7.6,2.4,397.1
Chevrolet,Bolt EUV (v2024),101.7,216.9,163.7,RWD,2431.3,229.0,8.9,6.5,449.7
Mercedes,EQC 400 (v2022),55.3,200.2,169.7,AWD,1906.7,224.1,8.9,3.8,268.3
Jaguar,I-Pace EV400 (v2025),70.2,201.1,171.2,RWD,1930.0,219.0,9.3,2.8,326.0
Honda,e (v2023),48.7,193.2,145.1,FWD,1804.6,117.9,10.2,1.8,245.5
Ford,Mustang Mach-E ER (v2021),46.2,189.4,159.6,RWD,1552.3,196.0,10.5,2.1,236.4
Volkswagen,ID.4 GTX (v2024),104.8,253.5,207.7,AWD,2737.8,433.7,6.4,6.7,376.4
Honda,e:Ny1 (v2021),46.0,197.7,137.0,RWD,1796.0,105.3,10.8,2.0,227.5
Porsche,Taycan 4S (v2024),129.5,269.1,270.5,AWD,2843.3,880.0,2.1,3.8,444.8
Volkswagen,ID.3 Pro (v2023),74.6,212.1,177.4,AWD,2122.1,279.8,9.0,4.7,319.7
Hyundai,Kona Electric 39kWh (v2023),54.1,199.2,159.7,AWD,1744.3,155.3,10.3,2.1,245.6
MG,MG4 EV Long Range (v2023),54.9,201.7,168.5,FWD,1966.5,224.0,8.2,2.4,245.4
Ford,F-150 Lightning Extended (v2021),78.7,220.9,178.9,RWD,2258.4,250.7,8.9,3.7,319.8
Toyota,bZ3 (v2025),96.1,226.5,190.6,AWD,2416.6,342.8,7.8,2.7,404.5
Rivian,R1S Quad Motor (v2021),72.1,201.9,179.0,RWD,2196.6,320.4,8.0,2.2,347.4
MG,MG4 EV Standard (v2025),39.6,197.0,145.2,FWD,1798.2,105.2,10.5,1.6,177.1
Mercedes,EQE 500 (v2021),77.1,204.8,160.6,AWD,2058.9,219.1,9.2,2.0,349.5
Volvo,EX30 Twin Motor (v2022),45.5,176.4,151.6,FWD,1688.0,114.5,10.7,2.1,247.8
Polestar,Polestar 3 Long Range (v2022),93.1,224.8,174.3,RWD,2355.4,288.7,8.7,3.1,385.6
Hyundai,Kona Electric 64kWh (v2024),105.8,215.0,167.0,FWD,2456.0,263.9,8.7,3.7,457.8
Porsche,Taycan Turbo (v2022),127.1,254.1,225.7,AWD,2788.9,624.3,4.6,6.3,462.9
Mercedes,EQG 580 (v2025),83.4,222.9,188.5,FWD,2279.2,354.2,7.6,3.4,343.9
Chevrolet,Blazer EV LT (v2024),55.3,197.5,169.3,RWD,1842.1,231.3,9.6,1.8,267.5
BMW,i5 M60 (v2025),68.5,231.3,170.6,AWD,1937.3,222.3,9.3,1.9,276.6
Nissan,Ariya e-4ORCE (v2021),54.1,185.8,153.0,RWD,1846.1,143.7,10.3,2.4,279.5
Porsche,Taycan Cross Turismo (v2024),74.8,204.3,183.3,RWD,1973.3,378.1,7.6,5.2,324.8
Chevrolet,Blazer EV RS (v2021),99.0,220.4,188.0,AWD,2554.5,376.6,7.2,3.1,407.3
Hyundai,Ioniq 5 Standard (v2025),47.7,189.2,158.1,AWD,2006.2,193.4,9.9,2.3,243.6
Nissan,Ariya 63kWh (v2021),42.5,183.4,144.0,FWD,1757.5,100.0,11.4,1.6,218.8
Audi,Q8 55 e-tron (v2022),74.3,190.7,165.7,FWD,2225.3,189.3,10.2,2.4,350.6
Tesla,Cybertruck Tri (v2021),135.6,248.2,239.5,RWD,3018.4,683.2,3.8,4.2,502.3
Polestar,Polestar 3 Long Range (v2022),53.2,200.5,151.7,RWD,1793.6,186.7,9.7,2.0,235.4
Chevrolet,Blazer EV LT (v2024),88.5,217.8,177.2,RWD,2067.1,289.6,8.9,2.8,363.6
Audi,Q4 50 e-tron (v2025),88.6,230.6,178.2,AWD,2469.1,316.5,7.8,2.9,357.8
Toyota,bZ4X AWD (v2022),100.8,218.0,170.7,RWD,2346.6,283.5,8.4,3.1,452.1
MG,MG4 EV Standard (v2025),37.4,187.4,152.8,FWD,1566.7,88.9,11.2,1.4,183.0
Jaguar,I-Pace EV400 (v2021),61.7,177.6,169.1,RWD,1855.2,198.5,8.9,5.5,311.4
Lucid,Air Pure (v2023),68.7,220.6,193.9,RWD,2108.3,429.8,6.9,2.5,283.0
Porsche,Taycan Turbo S (v2023),82.2,229.1,190.1,AWD,2117.4,418.7,7.2,2.3,343.7
Porsche,Taycan Turbo S (v2024),92.6,215.5,195.2,RWD,2198.8,439.8,6.7,5.0,418.2
Jaguar,I-Pace Black (v2024),99.3,200.0,182.1,FWD,2446.4,311.1,8.3,3.5,462.9
MG,MG5 EV (v2022),74.2,221.0,187.4,AWD,2313.4,315.4,8.7,2.4,325.9
Hyundai,Ioniq 6 Standard (v2021),96.9,213.9,165.7,FWD,2270.5,220.7,9.0,2.7,440.7
Ford,Mustang Mach-E ER (v2023),77.4,212.5,180.2,FWD,2179.4,319.6,8.6,6.6,326.3
Rivian,R1T Performance (v2024),68.5,235.6,197.4,AWD,2183.9,378.9,7.2,2.5,277.6
Ford,Mustang Mach-E SR (v2025),90.3,232.4,187.1,AWD,2428.7,362.0,7.0,4.3,366.5
Honda,Prologue Touring (v2021),70.1,211.7,159.9,AWD,1978.3,210.3,9.0,2.6,297.6
Mercedes,EQA 250 (v2024),60.2,205.2,167.7,FWD,2004.9,213.4,8.9,1.7,259.5
Kia,EV6 GT (v2021),63.0,179.3,165.1,FWD,1871.8,231.2,8.7,2.9,321.1
Mercedes,EQE SUV 350 (v2025),70.7,212.4,171.0,AWD,2125.1,256.6,8.7,1.9,314.3
Kia,EV9 GT-Line (v2021),85.6,211.6,175.7,FWD,2225.7,293.4,9.2,4.8,389.6
Hyundai,Kona Electric 39kWh (v2023),57.1,195.5,161.5,RWD,1914.0,215.0,9.5,1.9,276.4
Audi,Q8 55 e-tron (v2024),91.0,224.2,186.8,RWD,2456.2,349.4,8.1,4.2,358.3
Toyota,bZ4X FWD (v2025),80.9,197.7,172.1,FWD,2076.2,221.5,9.6,4.6,380.2
